STRATA,CONTENT
倪园组,"倪园组，是以组为岩石地层单位的地层结构。江苏区域地质测量大队、安徽区域地质测量大队1976年命名，分布于苏、皖北部、贾汪、徐州、宿州等地，属淮河群（宿县群）。畸形方解石脉又称地震泥晶脉——乔秀夫等。倪园组命名江苏区域地质测量大队、安徽区域地质测量大队，1976年命名。[1] 组名首见于1978年出版的徐州幅1∶20万区测报告中。命名剖面位于江苏省铜山县倪园村种羊场。倪园组特征倪园组层型正层型 江苏铜山县种羊场倪园倪园组实测剖面(复合)。江苏区测队,1976,1∶20万徐州幅区调报告。倪园组构成倪园组岩性分两部分：上部灰色薄至中厚层，含燧石条带泥质泥晶白云岩，夹黄灰与紫红色页状白云质泥晶灰岩、白云岩，下部灰色薄层泥晶灰岩（白云岩），夹泥晶白云质灰岩、砾屑灰岩。微层理发育，具灰色畸形方解石细脉。含叠层石等。层型剖面厚351米；区域厚183-450米。[1] 本组以微细水平层理发育，普遍含燧石结核及条带为特征。下段含叠层石：Inzeria f., Minjaria f., Tungussia f., Baicalia f. 含微古植物：Asperatopsophosphaera cf. Umishanensis, A.umishanensis, Dictyosphaera sp., Laminarites antiquissimus, Leiopsophosphaera densa, Lophominuscula minuta, L. Prima, Margominuscula sp., Paleamorpha figurata, Polyporata sp., Taeniatum crassum, Trachysphaeridium planum, T. Simplex, Trematosphaeridium sp., Eoentophysalis yodomatica, Gloeodiniopsis lamellosa, Globophycus rugosum, Siphonophycus sp., Myxococcoides sp., Eomycetopsis sp.等。倪园组接触关系底与赵圩组连续沉积，整合接触、顶与九顶山组均为整合接触或被猴家山组超覆。倪园组分布该组主要分布在江苏铜山沈店、赵圩、睢宁岚山; 淮北宿县解集、灵壁等地，厚度为138—401m。倪园组备考撰者：尹崇玉系名：新元古界"
牛牯坪组,牛牯坪组是位于正层型 芷江县渔溪口—牛牯坪板溪群实测剖面。牛牯坪组基本信息地层地质年代：Pt3牛牯坪组特征特征：整合于百合垄组之上、平行不整合于长安组之下的一套灰、灰绿色中层状条带状凝灰质板岩、凝灰质粉砂质板岩。牛牯坪组分布湖南雪峰山一带。
帕可组,帕可组，是以组为岩石地层单位的地层结构。时代属新元古代。1982年，云南区调队命名。为一套变质岩系。下部为黑云大理岩、透闪大理岩及云英片岩、变粒岩，上部为黑云石英片岩、角闪片岩及二云钠长石英片岩。帕可组命名云南区调队，1982年命名(1/20万孟连幅地质矿产调查报告，1982)。命名剖面位于云南西盟县南帕可村。帕可组沿革西盟地区变质岩地层研究始于1938年，孟宪民等首先将其命名为西盟水成片麻岩。1945年曾繁礽(reng)将西盟水成片麻岩划归元古界。1961年云南省地质厅石油地质队一分队划为下古生界；1965年云南区域地质测量队将其命名为西盟群，时代属前奥陶纪(1/100万普洱幅地质图说明书，1965)。1982年云南区域地质调查队将西盟群进一步划分为老街子、帕可、王雅及允沟四个组。1991年本条目编者在系统研究后将原西盟群解体并重新定义，帕可组从西盟群中划出，作为昌宁—孟连区的新元古界唯一代表。帕可组特征帕可组可分两段：下段为深灰—灰色黑云母大理岩、透闪石大理岩及云英片岩、变粒岩等，厚380m；上段为深灰、灰黑色黑云石英片岩、灰绿色角闪片岩及二云钠长石英片岩等，厚约270米(未见底)。帕可组顶部与王雅组呈断层接触。帕可组备考撰者:王自强作者1：云南省区域地质测量队年份1：1965系名：新元古界[1] 
平略组,王砚耕等1983年命名，命名剖面位于贵州锦屏平略。主要由灰至灰绿色绢云板岩及粉砂质板岩组成，夹少许凝灰质板岩与变余砂岩，局部呈紫红色，偶见碳酸盐岩小凸镜体。与下伏原清水江组二段及上覆隆里组均为整合接触。厚900-2200米。平略组命名贵州区调队1976年命名建组。1987年《贵州省区域地质志》正式引用。命名剖面位于贵州锦屏平略。平略组沿革贵州区调队在1975—1976年间重新开展贵州前寒武系研究时，发现由于原清水江组第三段，因岩性有别于该组第一、二段，故另建新组，1985年《贵州省地质志》中正式使用。平略组特征平略组层型正层型 贵州锦屏平略村剖面。平略组构成本组系原清水江组第三段（1962）更名，主要岩性包括浅灰、灰及灰绿色绢云母板岩及粉砂质板岩夹少量凝灰质板岩及变余砂岩等。在台江、雷山等地，下部夹少许变余沉凝灰岩，上部夹少量紫红色绢云母板岩，中上部偶见碳酸盐岩小透镜体。在平略、孟彦、平永等地，中部或上部可出现长达数公里的变余砂岩透镜体，有时尚见砾岩夹层，自南东向北西凝灰质板岩及变余砂岩夹层逐渐增多。与下伏原清水江组二段及上覆隆里组均为整合接触。本组厚度900—2200m。锦屏至三都厚度均较大，为2000m左右。板岩中见有少量微古植物：Leiopsophosphaera sp.，Trachysphaeridium sp.等。[1] 平略组分布本组仅分布于铜仁—瓮安一线之东南，黎平—从江一线之西北的雷公山小区。平略组备考撰者： 王自强作者1 ：贵州地质矿产局年份1 ：1987系名 ：新元古界
清水江组,清水江组，是以组为岩石地层单位的地层结构。1965年镇远幅1∶20万区域地质调查报告正式发表。主要成分是浅灰、灰绿及深灰色变余凝灰岩、变余沉凝灰岩、变余砂岩、粉砂岩及板岩等。清水江组命名贵州区调队于1962命名，1965年镇远幅1∶20万区域地质调查报告正式发表。命名剖面位于贵州锦屏平略村。清水江组沿革本组命名时原划分为三个段，后于1976年重测命名剖面时划分为清水江组和平略组，1983年再次加以修订，仅将原划分的一，二两段保留为清水江组，而将第三段划为平略组。现在的清水江组未再分段。清水江自下而上划分为层。清水江组特征主要岩性为浅灰、灰绿及深灰色变余凝灰岩、变余沉凝灰岩、变余砂岩、粉砂岩及板岩等。以含较多凝灰质为其特征，砂岩中有时含粘土质砾石。该组普遍发育鲍马序列，多种类型的槽模构造，显然为陆源碎屑浊流沉积夹有火山碎屑重力流沉积。实质可能包含火山碎屑浊积岩和碎屑流沉积。在岩性上从北西向南东，砂质和凝灰质减少而粘土质沉积增多。本组中未见微古植物(疑源类)化石。在黔东北松桃、铜仁、江口地区原划分的板溪群，现贵州境内下部称为红子溪组，上部亦称清水江组，层位相当湖南的五强溪组。梵净山南东的清水江组为浅灰、灰绿及灰色变余砂岩、变余凝灰岩、变余沉凝灰岩，粉砂质板岩等互层。由于上覆地层的超覆而出露不全，所以黔东北的清水江组仅相当雷公山小区清水江组的下部，厚度为0—500m。清水江组分布本组在黔东分布广泛，但厚度变化大，在梵净山西北部清水江组厚0—300m，向南东厚度渐增，从850—2100m，天柱、丹寨地区厚度在2000m以上。清水江组备考撰者:王自强作者1：贵州省地质局108地质队年份1：1965系名：新元古界 [1] 
沙湾坪组,特征为灰绿色石英二云片岩、二云石英片岩及含碳质云母片岩及薄层硅质岩。与下伏竺坑组平行不整合接触；和上覆大绀山组平行不整合接触。厚1328-1950米。[1] 
上墅组,上墅组，是以组为岩石地层单位的地层结构，浙江省区调队1970年命名。以凤凰坞剖面为代表的上墅组为一套紫红、灰紫及灰色的基性、中性及酸性熔岩，夹少量火山碎屑岩及沉积岩。下部以杏仁状安山玄武岩为主，夹同成分含集块凝灰角砾岩；上部以流纹岩为主，夹熔结凝灰岩。上与休宁组不整合接触，下与虹赤村组整合。分布于浙西北、赣东北地区。上墅组命名浙江省区调队1970年命名，命名剖面位于衢州市上墅村（现称柯城区华墅乡上墅村）。参考剖面位于萧山凤凰坞。[1] 上墅组沿革1965年浙江区调队将衢州上治—江山四都一带分布的火山岩称为“上墅组”。此前，1962年北京地质学院曾将开化松木坞村附近的一套浅变质红色砂砾岩及绿岩化的海相火山岩命名为松木坞组，时代为前震旦纪。此后人们一般均将二者进行对比。1972年，浙江区调队于萧山凤凰坞村志棠组之下发现一套陆相火山岩亦沿用上墅组。1980年浙江区调队对上述三地火山岩进行专题研究，发现三者有较大差异。衢州上治地区火山岩主要为流纹质熔结凝灰山，与南侧红层为断层接触，未见不整合；松木坞组火山岩实为砂泥质具复理石变质岩夹有大量酸性—基性的潜火山岩与两侧元古界或古生界均为断层接触。根据地层规范要求上述两剖面均不完整，层位和时代难以确定，不符合建组要求。萧山凤凰坞村剖面，火山岩具有一定层位，顶为震旦系不整合，底部与下伏虹赤村组连续沉积，界线清楚。故应依此剖面另建新组。因考虑到上墅组使用已久，故予以沿用，但代表剖面应为萧山凤凰坞剖面。上墅组特征上墅组层型选层型 浙江萧山高洪尖—直坞上墅组剖面。浙江区调队，1990，1∶5万场口镇河上镇幅区调报告。上墅组构成以凤凰坞剖面为代表的上墅组为一套紫红、灰紫及灰色的基性、中性及酸性熔岩，夹少量火山碎屑岩及沉积岩。下部以灰绿、灰紫色安玄玢岩、凝灰岩为主；中部为灰绿色安山岩及红色流纹岩互层；上部紫红色流纹斑岩为主。自西而东变化较大，厚度由400—1400m，变质程度稍变浅。1987年，舒粱树等在该组上部获得Rb-Sr法等时年龄817±87Ma。上墅组接触关系上与休宁组不整合接触，下与虹赤村组整合。[1] 上墅组分布浙西北、赣东北地区。[1] 上墅组备考撰者:王自强作者1：浙江省地质局区测队年份1：1970系名：新元古界
石板河组,石板河组整合位于陶湾组之上、垢神庙组之下。岩性分两部分：下部为灰绿色绢云绿泥石英千枚岩，含星散状磁铁矿，局部夹绿泥绿帘钠长片岩（中基性熔岩）和石英砂岩；上部为条带状绢云石英千枚岩。石板河组基本信息地层名称：石板河组地层名称（英文）：Shibanhe Fm地层单位编码：05-61-0031地层地质年代：Pt3石板河组命名陕西地矿局区调队，1982年命名。肖思云等，1988年介绍。文献同正层型。石板河组特征层型：正层型 商州县腰市辋峪沟剖面。陕西区调队，1982，I-49-64-C(黑龙口幅)、I-49-64-D(大荆镇幅)区调报告。特征：整合位于陶湾组之上、垢神庙组之下。岩性分两部分：下部为灰绿色绢云绿泥石英千枚岩，含星散状磁铁矿，局部夹绿泥绿帘钠长片岩（中基性熔岩）和石英砂岩；上部为条带状绢云石英千枚岩。分布：陕西。同物异名： 中沟组。[1] 
石桥铺组,石桥铺组特征为一套块状变质沉火山角砾岩，中层状板岩夹凝灰质砂岩、粉砂岩的地层，沿走向可相变为石英杂砂岩、岩屑石英杂砂岩、粉砂岩夹板岩。与下伏冷家溪群呈不整合接触；和上覆黄狮洞组为整合接触。厚400-530米。 [1] 石桥铺组同物异名板溪群枷榜组。
宿松(岩)群,宿松（岩）群，是华东地质局326地质队，1955年手稿命名的石群。宿松（岩）群基本信息中文名称：宿松（岩）群时代：Pt3同物异名：海州岩群、红安岩群宿松（岩）群命名华东地质局326地质队，1955年手稿命名；宁崇智，1959年介绍。宿松（岩）群特征为一套变基性、中酸性火山岩及含磷岩系、含煤铁碳酸盐。与上覆、下伏地层均为韧性断层接触。本（岩）群包括两个岩组，从下至上为：柳坪岩组，大新屋岩组。[1] 
塔东(岩)群,
陶湾组,"陶湾组，是以组为岩石地层单位的地层结构。是变质地层。时代属青白口纪至震旦纪。由阎廉泉等1959年命名。分布于西起陕西洛南、兰田蓝桥镇，经河南卢氏东延到栾川庙子镇。成分主要为大理岩与片岩，与下伏宽坪群和上覆三岔口组均呈不整合接触。陶湾组命名阎廉泉等1959年命名。命名剖面位于河南栾川县陶湾镇。陶湾组沿革陶湾组名称及含义几经变化，秦岭区测大队原称陶湾系（组），其上为三道撞组不整合，时代定为古元古代；赵祥生（1974）将时代改为蓟县纪；1976年柯元、武震及河南地质三队，陕西区测队先后将陶湾组改称陶湾群，扩大了其含义，时代改为青白口纪—震旦纪及震旦—寒武纪。1974年陕西区调队提出原始陶湾群实际包括断裂相隔的南、北陶湾，其中南陶湾改称谢湾组，归属于宽坪群上部，北陶湾作了进一步划分；1980年张秋生认为陶湾群属长城系，其上为罗田组（三岔口砾岩）所不整合，次年王作勋详细划分陶湾群（时代属于青白口纪）自下而上划分为风脉庙组、秋木沟组、中沟组。其上为大庄组、三岔口组、罗田组，1982年河南区测队将陶湾群又置于古元古界，三岔口组置于震旦纪；到1983年该队又置陶湾群为奥陶纪，并自下而上为庙湾组、屈垌组、石板河组、垢神庙组；1989年杨巍然、付海之等划分本群的宝山沟组、三岔口组为奥陶纪；张维吉1990年又补充陶湾群，包括（自下而上）竽园沟组、三岔口组、风脉庙组、秋木沟组及石板河组，时代为寒武—奥陶纪；张寿广等（1993）改称为陶湾岩群，采用了上为三岔口岩组；中为风脉庙岩组，下为秋木沟岩组。1993年河南区测队地层清理经过对原始命名剖面，对照原始定义，认为“陶湾”只能恢复原来的原始含义，将原始命名剖面断层以南的“谢湾组”单独划分出，其余仍称陶湾组，其内容包括秋木沟段、风脉庙段之大理岩与片岩，其上为三岔口砾岩(原三道撞砾岩)所不整合覆盖。其他新建的组如条件成熟不排除单独建组，但不应与陶湾组相提并论。取消“陶湾群”这一概念。陶湾组特征陶湾组构成本组下部秋木沟段（部分研究者认为属上部）以大理岩为主，为灰、灰白色厚层—中厚层大理岩中夹含赤铁矿炭质千枚岩及黑云绢云石英片岩；上部风脉庙段主要为绢云白云石大理岩、薄层条带状大理岩、石英千枚岩、含砾绢云千枚岩，局部地区千枚岩中亦夹大理岩。厚930—2000m左右。本组含微古植物：Lignum nematoideum, Polyporala microporosa,？Triangumorpha sp., Trematosphaeridium holtedahlii, Taeniatum crassum, Laminarites sp.,Leiopsophosphaera sp., Margominuscula sp., Trachysphaeridium sp. 等。陶湾组接触关系其上部为三岔口组钙质砾岩所不整合覆盖，下界未出露或不整合于宽坪群之上。陶湾组分布本组分布较广，西起陕西洛南、兰田蓝桥镇，经河南卢氏东延到栾川庙子镇，东西延长230km以上，在构造上目前所指的陶湾组仅限于铁炉子—栾川断裂北侧的陶湾组。陶湾组备考撰者：王自强作者1：阎廉泉年份1：1959系名：新元古界[1] "
